harness_id,harness,topic,tasks,execution_outcome_score,outcome_score,outcome_ci_low,outcome_ci_high,process_score,process_effective_unrounded,security_score,combined_score,combined_ci_low,combined_ci_high
hermes_default,Hermes — default,"Knowledge, Evidence & Retrieval",13,0.7832923076923077,0.7832923076923077,0.7193978846153847,0.8535923076923078,0.9410230769230767,0.941025641025641,1.0,0.7378615384615385,0.6725840384615385,0.8034163461538462
hermes_default,Hermes — default,Long-running Autonomy & State Adaptation,11,0.7716999999999999,0.7716999999999999,0.6509779545454547,0.8900368181818181,0.9442454545454545,0.9442424242424242,1.0,0.7288545454545453,0.6059611363636364,0.8439188636363637
hermes_default,Hermes — default,Office & Business Communication,12,0.866425,0.866425,0.792401875,0.93677125,0.9283416666666667,0.9283333333333333,1.0,0.80755,0.7267899999999999,0.8825729166666665
hermes_default,Hermes — default,"SRE, DevOps & Release Ops",7,0.8504571428571428,0.8504571428571428,0.7739132142857142,0.9235571428571429,0.9433428571428573,0.9433333333333334,1.0,0.8029571428571428,0.7220428571428572,0.8769999999999999
hermes_default,Hermes — default,Software Engineering & Codebase Maintenance,22,0.8740590909090908,0.8740590909090908,0.7902464772727272,0.9452957954545455,0.9066681818181818,0.9066666666666667,1.0,0.7898727272727274,0.7116878409090909,0.860598068181818
hermes_default,Hermes — default,Vertical Professional Workflows,12,0.8454166666666666,0.8454166666666666,0.7799999999999999,0.9133437499999999,0.9619416666666666,0.9619444444444446,1.0,0.8143166666666667,0.7438406249999999,0.8888499999999998
hermes_default,Hermes — default,"Workspace, Tool Use & Multimodal Operations",15,0.9270599999999999,0.8964599999999999,0.8123313333333334,0.9674180000000001,0.9115599999999999,0.9115555555555556,1.0,0.8231333333333334,0.7261446666666668,0.9043268333333333
hermes_focused,Hermes — focused*,"Data, BI & Finance Analytics",14,0.8105,0.8105,0.7046121428571429,0.9057857142857142,,,,,,
hermes_focused,Hermes — focused*,"Knowledge, Evidence & Retrieval",13,0.7922307692307693,0.7922307692307693,0.7384821153846154,0.8505153846153847,,,,,,
hermes_focused,Hermes — focused*,Long-running Autonomy & State Adaptation,11,0.8133545454545452,0.8133545454545452,0.704389090909091,0.9147188636363636,,,,,,
hermes_focused,Hermes — focused*,Office & Business Communication,12,0.856,0.856,0.7751447916666667,0.9323308333333332,,,,,,
hermes_focused,Hermes — focused*,"SRE, DevOps & Release Ops",7,0.8808857142857143,0.8808857142857143,0.8328,0.9344682142857141,,,,,,
hermes_focused,Hermes — focused*,Software Engineering & Codebase Maintenance,22,0.9186227272727275,0.9186227272727275,0.8442494318181819,0.9741417045454546,,,,,,
hermes_focused,Hermes — focused*,Vertical Professional Workflows,12,0.810025,0.810025,0.7408827083333335,0.8737756250000001,,,,,,
hermes_focused,Hermes — focused*,"Workspace, Tool Use & Multimodal Operations",15,0.8823666666666666,0.8823666666666666,0.76796,0.9717133333333333,,,,,,
pi,Pi,"Data, BI & Finance Analytics",14,0.82555,0.82555,0.7290428571428571,0.9202785714285714,0.9507214285714284,0.9507142857142856,1.0,0.7849785714285712,0.6914569642857143,0.8721878571428568
pi,Pi,"Knowledge, Evidence & Retrieval",13,0.7721000000000001,0.7721000000000001,0.7127296153846154,0.8318963461538461,0.9769230769230769,0.9769230769230769,1.0,0.754623076923077,0.6926836538461539,0.8190284615384614
pi,Pi,Long-running Autonomy & State Adaptation,11,0.841809090909091,0.841809090909091,0.7504352272727272,0.9170395454545455,0.9572727272727272,0.9572727272727272,1.0,0.8074363636363636,0.7175165909090909,0.8906861363636362
pi,Pi,Office & Business Communication,12,0.8821416666666666,0.8821416666666666,0.8169166666666667,0.9402166666666666,0.967225,0.9672222222222223,1.0,0.8539833333333332,0.7860358333333333,0.9178004166666665
pi,Pi,"SRE, DevOps & Release Ops",7,0.8636142857142858,0.8636142857142858,0.7764428571428572,0.938757142857143,0.9666714285714286,0.9666666666666668,1.0,0.8362714285714287,0.7441285714285714,0.9169142857142856
pi,Pi,Software Engineering & Codebase Maintenance,22,0.906159090909091,0.906159090909091,0.8337977272727274,0.9676321590909092,0.9571181818181818,0.9571212121212122,1.0,0.8668681818181817,0.7949839772727272,0.9258665909090907
pi,Pi,Vertical Professional Workflows,12,0.8429166666666665,0.8429166666666665,0.7683333333333334,0.9125,0.9708416666666665,0.9708333333333333,1.0,0.8180583333333334,0.743005,0.8909339583333333
pi,Pi,"Workspace, Tool Use & Multimodal Operations",15,0.9168999999999999,0.8779000000000001,0.7886368333333332,0.9555266666666665,0.9657733333333333,0.9657777777777776,1.0,0.8506066666666666,0.7539018333333333,0.9304203333333333
prime,Prime Agent,"Data, BI & Finance Analytics",14,0.8308500000000001,0.8308500000000001,0.7460341071428571,0.9155776785714286,0.9530999999999997,0.953095238095238,1.0,0.7920428571428572,0.7130258928571429,0.8705312499999999
prime,Prime Agent,"Knowledge, Evidence & Retrieval",13,0.7824846153846153,0.7824846153846153,0.717859423076923,0.8463309615384615,0.9743615384615384,0.9743589743589745,1.0,0.7625461538461539,0.699151730769231,0.8313359615384615
prime,Prime Agent,Long-running Autonomy & State Adaptation,11,0.8718454545454545,0.8718454545454545,0.7999702272727273,0.9435002272727271,0.9590909090909089,0.959090909090909,1.0,0.8365181818181817,0.7658815909090908,0.9079547727272729
prime,Prime Agent,Office & Business Communication,12,0.8464833333333335,0.8464833333333335,0.773629375,0.9158504166666664,0.9652750000000001,0.9652777777777777,1.0,0.8175333333333334,0.7435875,0.8854922916666667
prime,Prime Agent,"SRE, DevOps & Release Ops",7,0.8623571428571429,0.8623571428571429,0.7779142857142858,0.9379000000000001,0.9609714285714286,0.9609523809523811,1.0,0.8283857142857143,0.7498142857142857,0.8976257142857142
prime,Prime Agent,Software Engineering & Codebase Maintenance,22,0.9310227272727274,0.9310227272727274,0.8777457954545453,0.9744640909090909,0.9645454545454547,0.9645454545454547,1.0,0.8977681818181819,0.8437357954545455,0.9450014772727272
prime,Prime Agent,Vertical Professional Workflows,12,0.8154166666666667,0.8154166666666667,0.7158229166666666,0.8987604166666665,0.9599916666666667,0.96,1.0,0.7858999999999999,0.6858070833333333,0.8757743749999998
prime,Prime Agent,"Workspace, Tool Use & Multimodal Operations",15,0.9328599999999999,0.89206,0.8029798333333332,0.9657433333333328,0.9624466666666667,0.9624444444444445,1.0,0.8632266666666666,0.7671203333333334,0.9474993333333332
